Name,Data,Parent
1,Food,root
2,Electronics,root
3,Fashion,root
4,Snack,root
5,Meat&Breads,root
6,d,root
7,d,root
8,d,root
9,d,root
10,d,root
11,d,root
12,d,11
13,d,11
14,d,1
15,d,root
16,d,root
17,d,root
18,d,root
19,d,root
20,d,root
21,d,root
22,d,root
23,d,root
24,d,root
25,d,root
26,d,root
27,d,root
28,d,root
29,d,root
30,d,root
31,d,18
32,d,18
33,d,18
34,d,18
35,d,18
36,d,18
37,d,18
38,d,18
39,d,18
40,d,18
41,d,18
42,d,2
43,d,3
44,d,4
45,d,5
46,d,6
47,d,7
48,d,8
49,d,9
50,d,10
51,d,11
52,d,12
53,d,13
54,d,14
55,d,15
56,d,16
57,d,17
58,d,18
59,d,root
60,d,root
61,d,root
62,d,root
63,d,root
64,d,root
65,d,root
66,d,root
67,d,root
68,d,root
69,d,root
70,d,root
71,d,root
72,d,root
73,d,root
74,d,root
75,d,root
76,d,root
77,d,root
78,d,root
79,d,root
80,d,root
81,d,root
82,d,root
83,d,root
84,d,root
85,d,root
86,d,root
87,d,root
88,d,root
89,d,root
90,d,root
91,d,root
92,d,root
93,d,root
94,d,root
95,d,root
96,d,root
97,d,root
98,d,root
99,d,root
100,d,root
101,d,root
102,d,root
103,d,root
104,d,root
105,d,root
106,d,root
107,d,root
108,d,root
109,d,root
110,d,root
111,d,root
112,d,root
113,d,root
114,d,root
115,d,root
116,d,root
117,d,root
118,d,root
119,d,root
120,d,root
121,d,root
122,d,root
123,d,root
124,d,root
125,d,root
126,d,root
127,d,root
128,d,root
129,d,root
130,d,root
131,d,root
132,d,root
133,d,root
134,d,root
135,d,root
136,d,root
137,d,root
138,d,root
139,d,root
140,d,root
141,d,root
142,d,root
143,d,root
144,d,root
145,d,root
146,d,root
147,d,root
148,d,root
149,d,root
150,d,root
151,d,root
152,d,root
153,d,root
154,d,root
155,d,root
156,d,root
157,d,root
158,d,root
159,d,root
160,d,root
161,d,root
162,d,root
163,d,root
164,d,root
165,d,root
166,d,root
167,d,root
168,d,root
169,d,root
170,d,root
171,d,root
172,d,root
173,d,root
174,d,root
175,d,root
176,d,root
177,d,root
178,d,root
179,d,root
180,d,root
181,d,root
182,d,root
183,d,root
184,d,root
185,d,root
186,d,root
187,d,root
188,d,root
189,d,root
190,d,root
191,d,root
192,d,root
193,d,root
194,d,root
195,d,root
196,d,root
197,d,root
198,d,root
199,d,root
200,d,root
201,d,root
202,d,root
203,d,root
204,d,root
205,d,root
206,d,root
207,d,root
208,d,root
209,d,root
210,d,root
211,d,root
212,d,root
213,d,root
214,d,root
215,d,root
216,d,root
217,d,root
218,d,root
219,d,root
220,d,root
221,d,root
222,d,root
223,d,root
224,d,root
225,d,root
226,d,root
227,d,root
228,d,root
229,d,root
230,d,root
231,d,root
232,d,root
233,d,root
234,d,root
235,d,root
236,d,root
237,d,root
238,d,root
239,d,root
240,d,root
241,d,root
242,d,root
243,d,root
244,d,root
245,d,root
246,d,root
247,d,root
248,d,root
249,d,root
250,d,root
251,d,root
252,d,root
253,d,root
254,d,root
255,d,root
256,d,root
257,d,root
258,d,root
259,d,root
260,d,root
261,d,root
262,d,root
263,d,root
264,d,root
265,d,root
266,d,root
267,d,root
268,d,root
269,d,root
270,d,root
271,d,root
272,d,root
273,d,root
274,d,root
275,d,root
276,d,root
277,d,root
278,d,root
279,d,root
280,d,root
281,d,root
282,d,root
283,d,root
284,d,root
285,d,root
286,d,root
287,d,root
288,d,root
289,d,root
290,d,root
291,d,root
292,d,root
293,d,root
294,d,root
295,d,root
296,d,root
297,d,root
298,d,root
299,d,root
300,d,root
301,d,root
302,d,root
303,d,root
304,d,root
305,d,root
306,d,root
307,d,root
308,d,root
309,d,root
310,d,root
311,d,root
312,d,root
313,d,root
314,d,root
315,d,root
316,d,root
317,d,root
318,d,root
319,d,root
320,d,root
321,d,root
322,d,root
323,d,root
324,d,root
325,d,root
326,d,root
327,d,root
328,d,root
329,d,root
330,d,root
331,d,root
332,d,root
333,d,root
334,d,root
335,d,root
336,d,root
337,d,root
338,d,root
339,d,root
340,d,root
341,d,root
342,d,root
343,d,root
344,d,root
345,d,root
346,d,root
347,d,root
348,d,root
349,d,root
350,d,root
351,d,root
352,d,root
353,d,root
354,d,root
355,d,root
356,d,root
357,d,root
358,d,root
359,d,root
360,d,root
361,d,root
362,d,root
363,d,root
364,d,root
365,d,root
366,d,root
367,d,root
368,d,root
369,d,root
370,d,root
371,d,root
372,d,root
373,d,root
374,d,root
375,d,root
376,d,130
377,d,131
378,d,132
379,d,133
380,d,134
381,d,135
382,d,136
383,d,137
384,d,138
385,d,139
386,d,140
387,d,141
388,d,30
389,d,30
390,d,30
391,d,30
392,d,30
393,d,30
394,d,30
395,d,30
396,d,30
397,d,30
398,d,30
399,d,30
400,d,30
401,d,30
402,d,30
403,d,30
404,d,30
405,d,30
406,d,30
407,d,30
408,d,30
409,d,30
410,d,30
411,d,30
412,d,30
413,d,30
414,d,30
415,d,30
416,d,30
417,d,30
418,d,30
419,d,30
420,d,30
421,d,30
422,d,30
423,d,30
424,d,30
425,d,30
426,d,30
427,d,30
428,d,30
429,d,30
430,d,30
431,d,30
432,d,30
433,d,30
434,d,30
435,d,30
436,d,30
437,d,30
438,d,30
439,d,30
440,d,30
441,d,30
442,d,30
443,d,30
444,d,30
445,d,30
446,d,30
447,d,30
448,d,30
449,d,30
450,d,30
451,d,30
452,d,30
453,d,30
454,d,30
455,d,30
456,d,30
457,d,30
458,d,30
459,d,30
460,d,30
461,d,30
462,d,30
463,d,30
464,d,30
465,d,30
466,d,30
467,d,30
468,d,30
469,d,30
470,d,30
471,d,30
472,d,30
473,d,30
474,d,30
475,d,30
476,d,30
477,d,30
478,d,30
479,d,30
480,d,30
481,d,30
482,d,30
483,d,30
484,d,30
485,d,30
486,d,30
487,d,30
488,d,30
489,d,30
490,d,30
491,d,30
492,d,30
493,d,30
494,d,30
495,d,30
496,d,30
497,d,30
498,d,30
499,d,30
500,d,30
501,d,30
502,d,30
503,d,30
504,d,30
505,d,30
506,d,30
507,d,30
508,d,30
509,d,30
510,d,30
511,d,30
512,d,30
513,d,30
514,d,30
515,d,30
516,d,30
517,d,30
518,d,30
519,d,30
520,d,30
521,d,30
522,d,30
523,d,30
524,d,30
525,d,30
526,d,30
527,d,30
528,d,30
529,d,30
530,d,30
531,d,30
532,d,30
533,d,30
534,d,30
535,d,30
536,d,30
537,d,30
538,d,30
539,d,30
540,d,30
541,d,30
542,d,30
543,d,30
544,d,30
545,d,30
546,d,30
547,d,30
548,d,30
549,d,30
550,d,30
551,d,30
552,d,30
553,d,30
554,d,30
555,d,30
556,d,30
557,d,30
558,d,30
559,d,30
560,d,30
561,d,30
562,d,30
563,d,30
564,d,30
565,d,30
566,d,30
567,d,30
568,d,30
569,d,30
570,d,30
571,d,30
572,d,30
573,d,30
574,d,30
575,d,30
576,d,30
577,d,30
578,d,30
579,d,30
580,d,30
581,d,30
582,d,30
583,d,30
584,d,30
585,d,30
586,d,30
587,d,30
588,d,30
589,d,30
590,d,30
591,d,30
592,d,30
593,d,30
594,d,30
595,d,30
596,d,30
597,d,30
598,d,30
599,d,30
600,d,30
601,d,30
602,d,30
603,d,30
604,d,30
605,d,30
606,d,30
607,d,30
608,d,30
609,d,30
610,d,30
611,d,30
612,d,30
613,d,30
614,d,30
615,d,30
616,d,30
617,d,30
618,d,30
619,d,30
620,d,30
621,d,30
622,d,30
623,d,30
624,d,30
625,d,30
626,d,30
627,d,30
628,d,30
629,d,30
630,d,30
631,d,30
632,d,30
633,d,30
634,d,30
635,d,30
636,d,30
637,d,30
638,d,30
639,d,30
640,d,30
641,d,30
642,d,30
643,d,30
644,d,30
645,d,30
646,d,30
647,d,30
648,d,30
649,d,30
650,d,30
651,d,30
652,d,30
653,d,30
654,d,30
655,d,30
656,d,30
657,d,30
658,d,30
659,d,30
660,d,30
661,d,30
662,d,30
663,d,30
664,d,30
665,d,30
666,d,30
667,d,30
668,d,30
669,d,30
670,d,30
671,d,30
672,d,30
673,d,30
674,d,30
675,d,30
676,d,30
677,d,30
678,d,30
679,d,30
680,d,30
681,d,30
682,d,30
683,d,30
684,d,30
685,d,30
686,d,30
687,d,30
688,d,30
689,d,30
690,d,30
691,d,30
692,d,30
693,d,30
694,d,30
695,d,30
696,d,30
697,d,30
698,d,30
699,d,30
700,d,30
701,d,30
702,d,30
703,d,30
704,d,30
705,d,30
706,d,30
707,d,30
708,d,30
709,d,30
710,d,30
711,d,30
712,d,30
713,d,30
714,d,30
715,d,30
716,d,30
717,d,30
718,d,30
719,d,30
720,d,30
721,d,30
722,d,30
723,d,30
724,d,30
725,d,30
726,d,30
727,d,30
728,d,30
729,d,30
730,d,30
731,d,30
732,d,30
733,d,30
734,d,30
735,d,30
736,d,30
737,d,30
738,d,30
739,d,30
740,d,30
741,d,30
742,d,30
743,d,30
744,d,30
745,d,30
746,d,30
747,d,30
748,d,30
749,d,30
750,d,30
751,d,30
752,d,30
753,d,30
754,d,30
755,d,30
756,d,30
757,d,30
758,d,30
759,d,30
760,d,30
761,d,30
762,d,30
763,d,30
764,d,30
765,d,30
766,d,30
767,d,30
768,d,30
769,d,30
770,d,30
771,d,30
772,d,30
773,d,30
774,d,30
775,d,30
776,d,30
777,d,30
778,d,30
779,d,30
780,d,30
781,d,30
782,d,30
783,d,30
784,d,30
785,d,30
786,d,30
787,d,30
788,d,30
789,d,30
790,d,30
791,d,30
792,d,30
793,d,30
794,d,30
795,d,30
796,d,30
797,d,30
798,d,30
799,d,30
800,d,30
801,d,30
802,d,30
803,d,30
804,d,30
805,d,30
806,d,30
807,d,30
808,d,30
809,d,30
810,d,30
811,d,30
812,d,30
813,d,30
814,d,30
815,d,30
816,d,30
817,d,30
818,d,30
819,d,30
820,d,30
821,d,30
822,d,30
823,d,30
824,d,30
825,d,30
826,d,30
827,d,30
828,d,30
829,d,30
830,d,30
831,d,30
832,d,30
833,d,30
834,d,30
835,d,30
836,d,30
837,d,30
838,d,30
839,d,30
840,d,30
841,d,30
842,d,30
843,d,30
844,d,30
845,d,30
846,d,30
847,d,30
848,d,30
849,d,30
850,d,30
851,d,30
852,d,30
853,d,30
854,d,30
855,d,30
856,d,30
857,d,30
858,d,30
859,d,30
860,d,30
861,d,30
862,d,30
863,d,30
864,d,30
865,d,30
866,d,30
867,d,30
868,d,30
869,d,30
870,d,30
871,d,30
872,d,30
873,d,30
874,d,30
875,d,30
876,d,30
877,d,30
878,d,30
879,d,30
880,d,30
881,d,30
882,d,30
883,d,30
884,d,30
885,d,30
886,d,30
887,d,30
888,d,30
889,d,30
890,d,30
891,d,30
892,d,30
893,d,30
894,d,30
895,d,30
896,d,30
897,d,30
898,d,30
899,d,30
900,d,30
901,d,30
902,d,30
903,d,30
904,d,30
905,d,30
906,d,30
907,d,30
908,d,30
909,d,30
910,d,30
911,d,30
912,d,30
913,d,30
914,d,30
915,d,30
916,d,30
917,d,30
918,d,30
919,d,30
920,d,30
921,d,30
922,d,30
923,d,30
924,d,30
925,d,30
926,d,30
927,d,30
928,d,30
929,d,31
930,d,32
931,d,33
932,d,34
933,d,35
934,d,36
935,d,37
936,d,38
937,d,39
938,d,40
939,d,41
940,d,42
941,d,43
942,d,44
943,d,45
944,d,46
945,d,47
946,d,48
947,d,49
948,d,50
949,d,51
950,d,52
951,d,53
952,d,54
953,d,55
954,d,56
955,d,57
956,d,58
957,d,59
958,d,60
959,d,61
960,d,62
961,d,63
962,d,64
963,d,65
964,d,66
965,d,67
966,d,68
967,d,69
968,d,70
969,d,71
970,d,72
971,d,73
972,d,74
973,d,75
974,d,76
975,d,77
976,d,78
977,d,79
978,d,80
979,d,81
980,d,82
981,d,83
982,d,84
983,d,85
984,d,86
985,d,87
986,d,88
987,d,89
988,d,90
989,d,91
990,d,92
991,d,93
992,d,94
993,d,95
994,d,96
995,d,97
996,d,98
997,d,99
998,d,100
999,d,101
1000,d,102
1001,d,103
1002,d,104
1003,d,105
1004,d,106
1005,d,107
1006,d,108
1007,d,109
1008,d,110
1009,d,111
1010,d,112
1011,d,113
1012,d,114
1013,d,115
1014,d,116
1015,d,117
1016,d,118
1017,d,119
1018,d,120
1019,d,121
1020,d,122
1021,d,123
1022,d,124
1023,d,125
1024,d,126
1025,d,127
1026,d,128
1027,d,129
1028,d,130
1029,d,131
1030,d,132
1031,d,133
1032,d,134
1033,d,135
1034,d,136
1035,d,137
1036,d,138
1037,d,139
1038,d,140
1039,d,141
1040,d,142
1041,d,143
1042,d,144
1043,d,145
1044,d,146
1045,d,147
1046,d,148
1047,d,149
1048,d,150
1049,d,151
1050,d,152
1051,d,153
1052,d,154
1053,d,155
1054,d,156
1055,d,157
1056,d,158
1057,d,159
1058,d,160
1059,d,161
1060,d,162
1061,d,163
1062,d,164
1063,d,165
1064,d,166
1065,d,167
1066,d,168
1067,d,169
1068,d,170
1069,d,171
1070,d,172
1071,d,173
1072,d,174
1073,d,175
1074,d,176
1075,d,177
1076,d,178
1077,d,179
1078,d,180
1079,d,181
1080,d,182
1081,d,183
1082,d,184
1083,d,185
1084,d,186
1085,d,187
1086,d,188
1087,d,189
1088,d,190
1089,d,191
1090,d,192
1091,d,193
1092,d,194
1093,d,195
1094,d,196
1095,d,197
1096,d,198
1097,d,199
1098,d,200
1099,d,201
1100,d,202
1101,d,203
1102,d,204
1103,d,205
1104,d,206
1105,d,207
1106,d,208
1107,d,209
1108,d,210
1109,d,211
1110,d,212
1111,d,213
1112,d,214
1113,d,215
1114,d,216
1115,d,217
1116,d,218
1117,d,219
1118,d,220
1119,d,221
1120,d,222
1121,d,223
1122,d,224
1123,d,225
1124,d,226
1125,d,227
1126,d,228
1127,d,229
1128,d,230
1129,d,231
1130,d,232
1131,d,233
1132,d,234
1133,d,235
1134,d,236
1135,d,237
1136,d,238
1137,d,239
1138,d,240
1139,d,241
1140,d,242
1141,d,243
1142,d,244
1143,d,245
1144,d,246
1145,d,247
1146,d,248
1147,d,249
1148,d,250
1149,d,251
1150,d,252
1151,d,253
1152,d,254
1153,d,255
1154,d,256
1155,d,257
1156,d,258
1157,d,259
1158,d,260
1159,d,261
1160,d,262
1161,d,263
1162,d,264
1163,d,265
1164,d,266
1165,d,267
1166,d,268
1167,d,269
1168,d,270
1169,d,271
1170,d,272
1171,d,273
1172,d,274
1173,d,275
1174,d,276
1175,d,277
1176,d,278
1177,d,279
1178,d,280
1179,d,281
1180,d,282
1181,d,283
1182,d,284
1183,d,285
1184,d,286
1185,d,287
1186,d,288
1187,d,289
1188,d,290
1189,d,291
1190,d,292
1191,d,293
1192,d,294
1193,d,295
1194,d,296
1195,d,297
1196,d,298
1197,d,299
1198,d,300
1199,d,301
1200,d,302
1201,d,303
1202,d,304
1203,d,305
1204,d,306
1205,d,307
1206,d,308
1207,d,309
1208,d,310
1209,d,311
1210,d,312
1211,d,313
1212,d,314
1213,d,315
1214,d,316
1215,d,317
1216,d,318
1217,d,319
1218,d,320
1219,d,321
1220,d,322
1221,d,323
1222,d,324
1223,d,325
1224,d,326
1225,d,327
1226,d,328
1227,d,329
1228,d,330
1229,d,331
1230,d,332
1231,d,333
1232,d,334
1233,d,335
1234,d,336
1235,d,337
1236,d,338
1237,d,339
1238,d,340
1239,d,341
1240,d,342
1241,d,343
1242,d,344
1243,d,345
1244,d,346
1245,d,347
1246,d,348
1247,d,349
1248,d,350
1249,d,351
1250,d,352
1251,d,353
1252,d,354
1253,d,355
1254,d,356
1255,d,357
1256,d,358
1257,d,359
1258,d,360
1259,d,361
1260,d,362
1261,d,363
1262,d,364
1263,d,365
1264,d,366
1265,d,367
1266,d,368
1267,d,369
1268,d,370
1269,d,371
1270,d,372
1271,d,373
1272,d,374
1273,d,375
1274,d,376
1275,d,377
1276,d,378
1277,d,379
1278,d,380
1279,d,381
1280,d,382
1281,d,383
1282,d,384
1283,d,385
1284,d,386
1285,d,387
1286,d,388
1287,d,389
1288,d,390
1289,d,391
1290,d,392
1291,d,393
1292,d,394
1293,d,395
1294,d,396
1295,d,397
1296,d,398
1297,d,399
1298,d,400
1299,d,401
1300,d,402
1301,d,403
1302,d,404
1303,d,405
1304,d,406
1305,d,407
1306,d,408
1307,d,409
1308,d,410
1309,d,411
1310,d,412
1311,d,413
1312,d,414
1313,d,415
1314,d,416
1315,d,417
1316,d,418
1317,d,419
1318,d,420
1319,d,421
1320,d,422
1321,d,423
1322,d,424
1323,d,425
1324,d,426
1325,d,427
1326,d,428
1327,d,429
1328,d,430
1329,d,431
1330,d,432
1331,d,433
1332,d,434
1333,d,435
1334,d,436
1335,d,437
1336,d,438
1337,d,439
1338,d,440
1339,d,441
1340,d,442
1341,d,443
1342,d,444
1343,d,445
1344,d,446
1345,d,447
1346,d,448
1347,d,449
1348,d,450
1349,d,451
1350,d,452
1351,d,453
1352,d,454
1353,d,455
1354,d,456
1355,d,457
1356,d,458
1357,d,459
1358,d,460
1359,d,461
1360,d,462
1361,d,463
1362,d,464
1363,d,465
1364,d,466
1365,d,467
1366,d,468
1367,d,469
1368,d,470
1369,d,471
1370,d,472
1371,d,473
1372,d,474
1373,d,475
1374,d,476
1375,d,477
1376,d,478
1377,d,479
1378,d,480
1379,d,481
1380,d,482
1381,d,483
1382,d,484
1383,d,485
1384,d,486
1385,d,487
1386,d,488
1387,d,489
1388,d,490
1389,d,491
1390,d,492
1391,d,493
1392,d,494
1393,d,495
1394,d,496
1395,d,497
1396,d,498
1397,d,499
1398,d,500
1399,d,501
1400,d,502
1401,d,503
1402,d,504
1403,d,505
1404,d,506
1405,d,507
1406,d,508
1407,d,509
1408,d,510
1409,d,511
1410,d,512
1411,d,513
1412,d,514
1413,d,515
1414,d,516
1415,d,517
1416,d,518
1417,d,519
1418,d,520
1419,d,521
1420,d,522
1421,d,523
1422,d,524
1423,d,525
1424,d,526
1425,d,527
1426,d,528
1427,d,529
1428,d,530
1429,d,531
1430,d,532
1431,d,533
1432,d,534
1433,d,535
1434,d,536
1435,d,537
1436,d,538
1437,d,539
1438,d,540
1439,d,541
1440,d,542
1441,d,543
1442,d,544
1443,d,545
1444,d,546
1445,d,547
1446,d,548
1447,d,549
1448,d,550
1449,d,551
1450,d,552
1451,d,553
1452,d,554
1453,d,555
1454,d,556
1455,d,557
1456,d,558
1457,d,559
1458,d,560
1459,d,561
1460,d,562
1461,d,563
1462,d,564
1463,d,565
1464,d,566
1465,d,567
1466,d,568
1467,d,569
1468,d,570
1469,d,571
1470,d,572
1471,d,573
1472,d,574
1473,d,575
1474,d,576
1475,d,577
1476,d,578
1477,d,579
1478,d,580
1479,d,581
1480,d,582
1481,d,583
1482,d,584
1483,d,585
1484,d,586
1485,d,587
1486,d,588
1487,d,589
1488,d,590
1489,d,591
1490,d,592
1491,d,593
1492,d,594
1493,d,595
1494,d,596
1495,d,597
1496,d,598
1497,d,599
1498,d,600
1499,d,601
1500,d,602
1501,d,603
1502,d,604
1503,d,605
1504,d,606
1505,d,607
1506,d,608
1507,d,609
1508,d,610
1509,d,611
1510,d,612
1511,d,613
1512,d,614
1513,d,615
1514,d,616
1515,d,617
1516,d,618
1517,d,30
1518,d,30
1519,d,30
1520,d,30
1521,d,30
1522,d,30
1523,d,30
1524,d,30
1525,d,30
1526,d,30
1527,d,30
1528,d,30
1529,d,30
1530,d,30
1531,d,30
1532,d,30
1533,d,30
1534,d,30
1535,d,30
1536,d,30
1537,d,30
1538,d,30
1539,d,30
1540,d,30
1541,d,30
1542,d,30
1543,d,30
1544,d,30
1545,d,30
1546,d,30
1547,d,30
1548,d,30
1549,d,30
1550,d,30
1551,d,30
1552,d,30
1553,d,30
1554,d,30
1555,d,30
1556,d,30
1557,d,30
1558,d,30
1559,d,30
1560,d,30
1561,d,30
1562,d,30
1563,d,30
1564,d,30
1565,d,30
1566,d,30
1567,d,30
1568,d,30
1569,d,30
1570,d,30
1571,d,30
1572,d,30
1573,d,30
1574,d,30
1575,d,30
1576,d,30
1577,d,30
1578,d,30
1579,d,30
1580,d,30
1581,d,30
1582,d,30
1583,d,30
1584,d,30
1585,d,30
1586,d,30
1587,d,30
1588,d,30
1589,d,30
1590,d,30
1591,d,30
1592,d,30
1593,d,30
1594,d,30
1595,d,30
1596,d,30
1597,d,30
1598,d,30
1599,d,30
1600,d,30
1601,d,30
1602,d,30
1603,d,30
1604,d,30
1605,d,30
1606,d,30
1607,d,30
1608,d,30
1609,d,30
1610,d,30
1611,d,30
1612,d,30
1613,d,30
1614,d,30
1615,d,30
1616,d,30
1617,d,30
1618,d,30
1619,d,30
1620,d,30
1621,d,30
1622,d,30
1623,d,30
1624,d,30
1625,d,30
1626,d,30
1627,d,30
1628,d,30
1629,d,30
1630,d,30
1631,d,30
1632,d,30
1633,d,30
1634,d,30
1635,d,30
1636,d,30
1637,d,30
1638,d,30
1639,d,30
1640,d,30
1641,d,30
1642,d,30
1643,d,30
1644,d,30
1645,d,30
1646,d,30
1647,d,30
